#len,name,genre,terminaison
6,Cayden,M,25
4,Hugo,M,6
3,Ina,F,0
5,Darin,M,25
8,Chandler,M,23
7,Rodolfo,M,6
7,Antonia,F,0
7,Solomon,M,25
7,Marisol,F,29
4,Bert,M,24
3,Lou,F,16
7,Stewart,M,24
9,Kassandra,F,0
7,Matilda,F,0
6,Tracie,F,1
6,Jaylen,M,25
6,Elbert,M,24
7,Janette,F,1
6,Willow,F,18
6,Maddox,M,19
6,Helene,F,1
6,Fatima,F,0
3,Ken,M,25
7,Brennan,M,25
5,Jamal,M,29
4,Amir,M,23
4,Dena,F,0
7,Leilani,F,2
3,Pam,F,26
5,Reese,F,1
6,Blaine,M,1
7,Diamond,F,21
7,Kameron,M,25
4,Otto,M,6
8,Bradford,M,21
5,Myrna,F,0
8,Sterling,M,11
7,Latasha,F,0
5,Teddy,M,3
4,Asia,F,0
3,Lea,F,0
5,Alina,F,0
9,Brooklynn,F,25
3,Fay,F,3
6,Shayla,F,0
5,Marty,M,3
5,Shana,F,0
8,Kayleigh,F,4
5,Jakob,M,27
4,Emil,M,29
5,Tania,F,0
5,Percy,M,3
5,Fiona,F,0
7,Zackary,M,3
5,Randi,F,2
6,Cherie,F,1
5,Keira,F,0
8,Julianne,F,1
6,Lionel,M,29
4,Dina,F,0
4,Reed,M,21
7,Savanna,F,0
4,Elva,F,0
6,Reuben,M,25
7,Esteban,M,25
9,Francesca,F,0
4,Lyla,F,0
5,Lorna,F,0
6,Hallie,F,1
6,Shauna,F,0
7,Wilfred,M,21
5,Amaya,F,0
7,Zachery,M,3
7,Quinton,M,25
7,Hillary,F,3
5,Kyler,M,23
4,Luca,M,0
4,Cleo,F,6
6,Darrin,M,25
6,Juliet,F,24
9,Guillermo,M,6
4,Gwen,F,25
4,Bret,M,24
6,Felipe,M,1
8,Katelynn,F,25
5,Jodie,F,1
6,Millie,F,1
5,Clare,F,1
6,Darrel,M,29
6,Luella,F,0
5,Merle,M,1
6,Shanna,F,0
6,Marlon,M,25
5,Rylan,M,25
8,Daniella,F,0
8,Cathleen,F,25
5,Doyle,M,1
4,Lara,F,0
6,Randal,M,29
6,Debora,F,0
7,Carissa,F,0
4,Macy,F,3
4,Rory,M,3
6,Brenna,F,0
5,Karin,F,25
6,Hadley,F,3
5,Heath,M,4
8,Kendrick,M,20
5,Paris,F,22
7,Eugenia,F,0
6,Alyson,F,25
5,Davis,M,22
7,Makenna,F,0
4,Elsa,F,0
7,Branden,M,25
3,Ola,F,0
5,Polly,F,3
5,Jayce,M,1
5,Jayne,F,1
7,Darnell,M,29
6,Jewell,F,29
4,Dick,M,20
9,Angelique,F,1
6,Jaiden,M,25
5,Tomas,M,22
6,Haylee,F,1
7,Joaquin,M,25
4,Joni,F,2
5,Candy,F,3
4,Alta,F,0
6,Sienna,F,0
4,Zion,M,25
9,Zachariah,M,4
7,Deandre,M,1
5,Royce,M,1
5,Louie,M,1
5,Talia,F,0
8,Juliette,F,1
5,Taryn,F,25
6,Cierra,F,0
5,Tiana,F,0
8,Gilberto,M,6
3,Ali,M,2
6,Alivia,F,0
7,Susanne,F,1
7,Winston,M,25
6,Brooks,M,22
5,Rocco,M,6
7,Stephan,M,25
3,Van,M,25
6,Alayna,F,0
7,Antoine,M,1
6,Jarrod,M,21
7,Rosetta,F,0
6,Sheena,F,0
6,Moises,M,22
5,Leola,F,0
8,Kingston,M,25
6,Simone,F,1
6,Xander,M,23
6,Ingrid,F,21
8,Adelaide,F,1
4,Cade,M,1
5,Rocky,M,3
10,Evangeline,F,1
7,Imogene,F,1
4,Adan,M,25
5,Willa,F,0
6,Sondra,F,0
8,Anderson,M,25
4,Boyd,M,21
6,Mickey,M,3
7,Harmony,F,3
6,Grover,M,23
5,Trudy,F,3
6,Elvira,F,0
6,Hilary,F,3
4,Nell,F,29
5,Staci,F,2
9,Johnathon,M,25
6,Emilie,F,1
7,Jenifer,F,23
7,Kinsley,F,3
7,Dewayne,M,1
6,Camryn,F,25
8,Rosalind,F,21
7,Arielle,F,1
6,Kailey,F,3
5,Selma,F,0
7,Brenden,M,25
7,Maximus,M,22
3,Luz,F,28
3,Eve,F,1
6,Freddy,M,3
4,King,M,11
6,Jerald,M,21
2,Ed,M,21
6,Ximena,F,0
8,Izabella,F,0
8,Maverick,M,20
5,Ryker,M,23
5,Timmy,M,3
5,Rhoda,F,0
5,Vance,M,1
5,Greta,F,0
6,Glenna,F,0
4,Kali,F,2
6,Heaven,F,25
5,Eldon,M,25
5,Audra,F,0
5,Kiana,F,0
6,Blanca,F,0
6,Walker,M,23
5,Jonas,M,22
6,Nannie,F,1
4,Jess,M,22
6,Marley,F,3
6,Quincy,M,3
7,Clarice,F,1
7,Chasity,F,3
6,Leanna,F,0
6,Frieda,F,0
7,Emerson,M,25
4,Isla,F,0
7,Rogelio,M,6
7,Ryleigh,F,4
6,Ramiro,M,6
6,Darwin,M,25
6,Murray,M,3
6,Aniyah,F,4
4,Cary,M,3
5,Brynn,F,25
5,Leann,F,25
7,Maribel,F,29
5,Conor,M,23
6,Edmond,M,21
5,Kenya,F,0
5,Bobbi,F,2
7,Larissa,F,0
5,Margo,F,6
7,Lizbeth,F,4
6,Landen,M,25
5,Tiara,F,0
4,Gael,M,29
7,Marquis,M,22
5,Rowan,M,25
8,Thaddeus,M,22
6,Elaina,F,0
5,Malia,F,0
9,Bridgette,F,1
8,Jeannine,F,1
6,Tamika,F,0
7,Jeanine,F,1
4,Matt,M,24
6,Ericka,F,0
4,Milo,M,6
6,Winnie,F,1
7,Rodrigo,M,6
5,Deana,F,0
6,Lamont,M,24
7,Rolando,M,6
8,Emiliano,M,6
4,Cruz,M,28
7,Julissa,F,0
5,India,F,0
5,Isiah,M,4
5,Anton,M,25
8,Brantley,M,3
6,Harlan,M,25
5,James,F,22
6,Alanna,F,0
4,Lexi,F,2
7,Garland,M,21
7,Colette,F,1
6,Waylon,M,25
7,Carmela,F,0
4,Nola,F,0
5,Imani,F,2
6,Holden,M,25
7,Jarrett,M,24
7,Ashlynn,F,25
5,Norah,F,4
6,Keisha,F,0
7,Camilla,F,0
4,Kody,M,3
7,Charley,M,3
6,Emilee,F,1
5,Paola,F,0
7,Maritza,F,0
5,Aisha,F,0
5,Darcy,F,3
7,Brianne,F,1
6,Bettye,F,1
4,Jeri,F,2
4,Amie,F,1
6,Lenore,F,1
5,Cyrus,M,22
5,Emery,F,3
4,Jami,F,2
6,Duncan,M,25
4,Finn,M,25
7,Latonya,F,0
5,Tonia,F,0
5,Buddy,M,3
4,Doug,M,11
5,Monte,M,1
4,Loyd,M,21
7,Angelia,F,0
7,Presley,F,3
3,Ila,F,0
5,Issac,M,9
6,Burton,M,25
7,Nikolas,M,22
6,Robbie,F,1
6,Stefan,M,25
9,Jefferson,M,25
3,Rae,F,1
6,Teagan,F,25
5,Abbie,F,1
5,Lorie,F,1
3,Nia,F,0
8,Cornelia,F,0
5,Marcy,F,3
9,Bernadine,F,1
5,Denis,M,22
9,Cleveland,M,21
7,Viviana,F,0
6,Rodger,M,23
4,Katy,F,3
6,Zander,M,23
6,Virgie,F,1
7,Flossie,F,1
6,Roscoe,M,1
7,Ladonna,F,0
6,Tobias,M,22
7,Rosalyn,F,25
8,Mauricio,M,6
3,Noe,M,1
4,Ayla,F,0
8,Harriett,F,24
7,Christi,F,2
4,Elma,F,0
4,Lacy,F,3
5,Judah,M,4
5,Kiera,F,0
7,Malinda,F,0
8,Maddison,F,25
7,Corrine,F,1
7,Madalyn,F,25
4,Mara,F,0
6,Elnora,F,0
6,Dorian,M,25
6,Susana,F,0
6,Kaylie,F,1
5,Erwin,M,25
7,Brendon,M,25
5,Rhett,M,24
4,Skye,F,1
7,Tabatha,F,0
7,Tanisha,F,0
5,Elton,M,25
6,Johnie,M,1
6,Ruthie,F,1
6,Silvia,F,0
5,Elyse,F,1
4,Neva,F,0
9,Nathanael,M,29
6,Noreen,F,25
6,Kamryn,F,25
6,Sammie,M,1
6,Marlin,M,25
5,Mavis,F,22
6,Keaton,M,25
5,Titus,M,22
7,Karissa,F,0
7,Tristen,M,25
7,Cadence,F,1
6,Lauryn,F,25
6,Elinor,F,23
5,Noemi,F,2
7,Raphael,M,29
6,Vaughn,M,25
6,Leonel,M,29
6,Kurtis,M,22
4,Nova,F,0
4,Jase,M,1
6,Yasmin,F,25
5,Tatum,F,26
8,Kristian,M,25
7,Barrett,M,24
6,Elwood,M,21
6,Cecile,F,1
5,Elvin,M,25
7,Norbert,M,24
6,Dorthy,F,3
4,Gale,F,1
3,Lia,F,0
8,Reynaldo,M,6
5,Nelda,F,0
4,Phil,M,29
5,Dolly,F,3
5,Romeo,M,6
6,Louisa,F,0
4,Aden,M,25
6,Terrie,F,1
7,Latisha,F,0
8,Catalina,F,0
5,Perla,F,0
6,Derick,M,20
7,Mikaela,F,0
6,Adalyn,F,25
5,Maura,F,0
8,Precious,F,22
10,Alessandra,F,0
8,Nathalie,F,1
8,Carmella,F,0
7,Susanna,F,0
6,Melisa,F,0
6,Baylee,F,1
7,Vicente,M,1
4,Aron,M,25
5,Sybil,F,29
6,Paxton,M,25
4,Cash,M,4
6,Selina,F,0
7,Adalynn,F,25
5,Jayda,F,0
5,Danna,F,0
6,Kelsie,F,1
7,Kassidy,F,3
9,Esperanza,F,0
4,Sage,F,1
5,Emely,F,3
5,Reece,M,1
6,Hollie,F,1
6,Dollie,F,1
5,Letha,F,0
5,Macie,F,1
8,Georgina,F,0
7,Brenton,M,25
6,Scotty,M,3
3,Gus,M,22
7,Bryanna,F,0
4,Dona,F,0
6,Zayden,M,25
6,Marcel,M,29
6,Annika,F,0
4,Nyla,F,0
8,Annmarie,F,1
5,Kiley,F,3
6,Pierre,M,1
4,Dion,M,25
7,Valarie,F,1
9,Claudette,F,1
6,Katlyn,F,25
6,Adolph,M,4
5,River,M,23
6,Caiden,M,25
5,Abbey,F,3
8,Beverley,F,3
7,Araceli,F,2
6,Chanel,F,29
7,Ophelia,F,0
4,Lupe,F,1
7,Ignacio,M,6
6,Keenan,M,25
6,Raegan,F,25
7,Gillian,F,25
6,Alexus,F,22
4,Tate,M,1
5,Rylie,F,1
6,Matteo,M,6
7,Martina,F,0
7,Cortney,F,3
7,Kyleigh,F,4
6,Nayeli,F,2
7,Zackery,M,3
6,Kaylin,F,25
8,Arabella,F,0
7,Chandra,F,0
9,Kimberlee,F,1
6,Roslyn,F,25
5,Roxie,F,1
5,Rusty,M,3
5,Sarai,F,2
3,Gay,F,3
6,Jarvis,M,22
7,Pearlie,F,1
6,Londyn,F,25
6,Efrain,M,25
5,Ahmad,M,21
9,Magdalena,F,0
7,Beatriz,F,28
7,Saundra,F,0
5,Dulce,F,1
4,Colt,M,24
7,Justice,M,1
7,Paulina,F,0
4,Cali,F,2
5,Amari,M,2
6,Khalil,M,29
5,Chuck,M,20
8,Eleanore,F,1
6,Elissa,F,0
7,Jamison,M,25
5,Juana,F,0
5,Ilene,F,1
6,Kenzie,F,1
4,Maci,F,2
4,Kade,M,1
4,Josh,M,4
6,Odessa,F,0
5,Sonny,M,3
7,Ulysses,M,22
7,Krystle,F,1
6,Lorrie,F,1
6,Arline,F,1
7,Loraine,F,1
7,Sharron,F,25
7,Deirdre,F,1
6,Lilian,F,25
4,Liza,F,0
7,Madilyn,F,25
6,Gunner,M,23
5,Carey,M,3
5,Belle,F,1
3,Ned,M,21
5,Alyce,F,1
6,Prince,M,1
6,Everly,F,3
5,Abram,M,26
5,Marta,F,0
6,Melina,F,0
6,Danica,F,0
5,Janae,F,1
7,Jacklyn,F,25
5,Elvis,M,22
7,Octavia,F,0
6,Jeanie,F,1
5,Wiley,M,3
6,Carley,F,3
4,Avis,F,22
6,Santos,M,22
6,Shayna,F,0
4,Rhea,F,0
2,Al,M,29
7,Brandie,F,1
7,Cathryn,F,25
6,Russel,M,29
3,Asa,M,0
8,Augustus,M,22
5,Emory,M,3
8,Lilliana,F,0
8,Consuelo,F,6
7,Nanette,F,1
7,Suzette,F,1
8,Chrystal,F,29
4,Curt,M,24
4,Kobe,M,1
7,Raelynn,F,25
6,Althea,F,0
7,Joselyn,F,25
9,Nicolette,F,1
9,Charmaine,F,1
5,Major,M,23
7,Chantel,F,29
4,Anya,F,0
5,Blair,M,23
6,Karter,M,23
4,Lina,F,0
5,Bruno,M,6
6,Porter,M,23
6,Tyrell,M,29
5,Uriel,M,29
8,Humberto,M,6
5,Zelma,F,0
7,Millard,M,21
6,Pierce,M,1
3,Coy,M,3
5,Javon,M,25
3,Hal,M,29
7,Coleman,M,25
5,Libby,F,3
7,Ainsley,F,3
5,Liana,F,0
5,Gemma,F,0
5,Ernie,M,1
6,Samara,F,0
5,Galen,M,25
4,Nona,F,0
8,Casandra,F,0
4,Bart,M,24
6,Corina,F,0
6,Damion,M,25
8,Nehemiah,M,4
6,Rickie,M,1
5,Janna,F,0
3,Jax,M,19
7,Earline,F,1
5,Itzel,F,29
7,Lavonne,F,1
6,Kermit,M,24
6,Norris,M,22
8,Marianna,F,0
8,Kaitlynn,F,25
7,Thurman,M,25
5,Orion,M,25
7,Cristal,F,29
5,Lyric,F,9
7,Augusta,F,0
8,Destinee,F,1
8,Kathrine,F,1
7,Miracle,F,1
7,Kaleigh,F,4
4,Aldo,M,6
4,Mina,F,0
5,Aniya,F,0
6,Barney,M,3
6,Monroe,M,1
6,Adelyn,F,25
5,Jamar,M,23
7,Phoenix,M,19
6,Kinley,F,3
7,Meaghan,F,25
6,Carina,F,0
6,Darian,M,25
5,Terra,F,0
10,Earnestine,F,1
6,Janell,F,29
6,Kellen,M,25
8,Fernanda,F,0
4,Mari,F,2
7,Roseann,F,25
5,Regan,F,25
10,Maximilian,M,25
6,Rashad,M,21
6,Joesph,M,4
3,Dee,F,1
7,Mohamed,M,21
5,Irwin,M,25
8,Graciela,F,0
7,Margery,F,3
6,Kareem,M,26
7,Tiffani,F,2
6,Shania,F,0
6,Marcie,F,1
6,Adolfo,M,6
4,Deja,F,0
4,Reva,F,0
6,Deidre,F,1
6,Alvaro,M,6
5,Anika,F,0
5,Dayna,F,0
5,Brice,M,1
6,Celina,F,0
6,Deanne,F,1
5,Donte,M,1
8,Kaydence,F,1
6,Tierra,F,0
7,Lyndsey,F,3
3,Gia,F,0
6,Kierra,F,0
8,Lynnette,F,1
6,Dayton,M,25
8,Rhiannon,F,25
6,Forest,M,24
5,Denny,M,3
6,Edwina,F,0
5,Jerri,F,2
7,Houston,M,25
6,Markus,M,22
7,Braylon,M,25
5,Aspen,F,25
4,Hans,M,22
7,Carlene,F,1
7,Beckett,M,24
5,Anahi,F,2
6,Jeffry,M,3
7,Rosella,F,0
5,Lelia,F,0
7,Deshawn,M,25
7,Madisyn,F,25
6,Harris,M,22
5,Luann,F,25
4,Jett,M,24
5,Alden,M,25
5,Ester,F,23
5,Reyna,F,0
6,Denver,M,23
5,Cohen,M,25
7,Minerva,F,0
8,Vivienne,F,1
6,Hailee,F,1
7,Quintin,M,25
6,Elisha,F,0
9,Jaqueline,F,1
6,Wilmer,M,23
5,Lexie,F,1
9,Rosalinda,F,0
11,Maximiliano,M,6
8,Cheyanne,F,1
8,Alphonso,M,6
7,Rosanna,F,0
7,Rosanne,F,1
6,Kieran,M,25
5,Jayme,F,1
5,Bryon,M,25
6,Armand,M,21
5,Carlo,M,6
7,Addyson,F,25
8,Katheryn,F,25
6,Gideon,M,25
4,Kory,M,3
8,Stephany,F,3
6,Mariam,F,26
6,Truman,M,25
6,Kathie,F,1
3,Ari,M,2
5,Lilah,F,4
4,Evie,F,1
6,Ayanna,F,0
5,Monty,M,3
5,Karyn,F,25
7,Agustin,M,25
6,Ursula,F,0
4,Tyra,F,0
4,Kane,M,1
7,Sanford,M,21
4,Ward,M,21
6,Colten,M,25
6,Cullen,M,25
6,Carlie,F,1
5,Queen,F,25
8,Marietta,F,0
5,Ahmed,M,21
4,Bria,F,0
7,Maynard,M,21
4,Tess,F,22
6,Jannie,F,1
5,Gerry,M,3
5,Renae,F,1
5,Wendi,F,2
5,Royal,M,29
8,Fletcher,M,23
5,Odell,M,29
6,Gunnar,M,23
6,Kaelyn,F,25
6,Jordon,M,25
8,Kiersten,F,25
4,Deon,M,25
7,Annabel,F,29
6,Joelle,F,1
6,Tillie,F,1
6,Merlin,M,25
7,Chelsie,F,1
6,Leeann,F,25
7,Lourdes,F,22
5,Amira,F,0
5,Kirby,M,3
8,Mohammad,M,21
6,Corine,F,1
7,Isabell,F,29
6,Hollis,M,22
8,Madelynn,F,25
6,Finley,F,3
4,Vito,M,6
5,Kaila,F,0
8,Princess,F,22
5,Halle,F,1
8,Felicity,F,3
7,Donnell,M,29
4,Kris,M,22
6,Jarred,M,21
6,Brayan,M,25
5,Aline,F,1
6,Karson,M,25
5,Ronny,M,3
6,Sheree,F,1
8,Muhammad,M,21
6,Tamera,F,0
4,Maia,F,0
8,Frederic,M,9
5,Tyree,M,1
7,Braeden,M,25
9,Remington,M,25
6,Margot,F,24
8,Ezequiel,M,29
4,Jena,F,0
4,Nita,F,0
5,Amara,F,0
4,Elle,F,1
5,Tamra,F,0
5,Marci,F,2
6,Camron,M,25
6,Bailee,F,1
8,Concetta,F,0
6,Hester,F,23
8,Mohammed,M,21
5,Melva,F,0
5,Tammi,F,2
5,Nigel,M,29
7,Earlene,F,1
6,Isaias,M,22
6,Delmar,M,23
5,Haven,F,25
4,Arya,F,0
5,Lesly,F,3
7,Janessa,F,0
6,Lessie,F,1
7,Micaela,F,0
8,Kourtney,F,3
4,Thea,F,0
7,Domingo,M,6
6,Weldon,M,25
4,Theo,M,6
5,Devan,M,25
7,Lorelei,F,2
8,Estrella,F,0
7,Braydon,M,25
4,Kaye,F,1
7,Haleigh,F,4
8,Maryanne,F,1
6,Tianna,F,0
7,Clement,M,24
4,Scot,M,24
5,Petra,F,0
8,Lakeisha,F,0
6,Benito,M,6
6,Garret,M,24
5,Deena,F,0
7,Mitchel,M,29
6,Trista,F,0
5,Hiram,M,26
5,Moshe,M,1
5,Aleah,F,4
7,Osvaldo,M,6
6,Benita,F,0
8,Chadwick,M,20
8,Adrianne,F,1
6,Edythe,F,1
5,Zelda,F,0
5,Alena,F,0
6,Trevon,M,25
6,Melany,F,3
6,Nataly,F,3
8,Demarcus,M,22
5,Kaley,F,3
6,Bertie,F,1
7,Journey,F,3
7,Aurelia,F,0
6,Thalia,F,0
8,Bridgett,F,24
8,Josefina,F,0
6,Tameka,F,0
4,Eddy,M,3
5,Rocio,F,6
9,Annabella,F,0
6,Adriel,M,29
6,Marlee,F,1
5,Madge,F,1
6,Jazlyn,F,25
7,Roxanna,F,0
7,Elliana,F,0
9,Georgette,F,1
7,Desirae,F,1
9,Catharine,F,1
7,Messiah,M,4
8,Maricela,F,0
8,Marilynn,F,25
6,Rebeca,F,0
6,Aubrie,F,1
6,Kailyn,F,25
9,Augustine,M,1
4,Cari,F,2
7,Louella,F,0
7,Scarlet,F,24
6,Kolton,M,25
5,Mitzi,F,2
6,Amiyah,F,4
4,Gena,F,0
4,Maud,F,21
8,Brittani,F,2
7,Carmine,M,1
9,Maryellen,F,25
6,Amalia,F,0
7,Seymour,M,23
6,Gussie,F,1
7,Marylou,F,16
4,Iker,M,23
4,Nash,M,4
7,Kristal,F,29
8,Maryjane,F,1
8,Sharlene,F,1
7,Lakisha,F,0
5,Davon,M,25
6,Archer,M,23
7,Merrill,M,29
4,Dara,F,0
7,Liberty,F,3
7,Charlee,F,1
6,Jaelyn,F,25
5,Donny,M,3
7,Yasmine,F,1
5,Keely,F,3
6,Lawson,M,25
5,Kacie,F,1
5,Maeve,F,1
6,Yadira,F,0
4,Kori,F,2
5,Basil,M,29
5,Luisa,F,0
5,Adela,F,0
7,Madyson,F,25
7,America,F,0
5,Anaya,F,0
7,Ibrahim,M,26
7,Linwood,M,21
6,Theron,M,25
6,Alecia,F,0
5,Lilia,F,0
6,Jimena,F,0
6,Antwan,M,25
4,Aida,F,0
5,Wilda,F,0
6,Karlee,F,1
7,Mckayla,F,0
5,Amina,F,0
4,Zara,F,0
4,Enzo,M,6
4,Myla,F,0
7,Justina,F,0
5,Chaya,F,0
6,Shaina,F,0
5,Caryn,F,25
6,Arleen,F,25
4,Gino,M,6
6,Coleen,F,25
5,Jarod,M,21
5,Dalia,F,0
9,Francisca,F,0
7,Brynlee,F,1
5,Cyril,M,29
8,Christen,F,25
6,Carlee,F,1
6,Stevie,M,1
5,Zella,F,0
6,Nikita,F,0
8,Annalise,F,1
6,Birdie,F,1
7,Lizette,F,1
4,Lulu,F,16
6,Morton,M,25
7,Roselyn,F,25
7,Lawanda,F,0
4,Hank,M,20
5,Janel,F,29
5,Ronan,M,25
5,Nasir,M,23
6,Celine,F,1
5,Diann,F,25
4,Knox,M,19
6,Kailee,F,1
9,Annemarie,F,1
10,Wilhelmina,F,0
6,Judson,M,25
8,Giovanna,F,0
6,Brodie,M,1
6,Mervin,M,25
6,Moriah,F,4
5,Tamia,F,0
7,Georgie,F,1
4,Cori,F,2
5,Ashly,F,3
6,Anissa,F,0
6,Shayne,M,1
6,Sloane,F,1
5,Vince,M,1
6,Matias,M,22
5,Clair,M,23
7,Damaris,F,22
7,Breanne,F,1
5,Erich,M,4
8,Christin,F,25
7,Shelton,M,25
7,Maranda,F,0
7,Luciano,M,6
8,Marquita,F,0
5,Ciera,F,0
6,Dayana,F,0
5,Skyla,F,0
6,Reggie,M,1
5,Jolie,F,1
4,Kaia,F,0
6,Dudley,M,3
7,Ashanti,F,2
8,Deangelo,M,6
7,Kennedi,F,2
4,Leta,F,0
5,Miley,F,3
8,Abbigail,F,29
4,Iona,F,0
6,Roxana,F,0
9,Annamarie,F,1
5,Layne,M,1
4,Nico,M,6
6,Maudie,F,1
4,Veda,F,0
6,Davion,M,25
5,Twila,F,0
6,Kaylyn,F,25
6,Dahlia,F,0
8,Angelita,F,0
5,Jadyn,F,25
5,Kitty,F,3
5,Korey,M,3
6,Foster,M,23
7,Letitia,F,0
6,Jamari,M,2
6,Katina,F,0
6,Kamila,F,0
5,Chana,F,0
5,Earle,M,1
7,Adelina,F,0
4,Shea,F,0
4,Vern,M,25
6,Cherry,F,3
4,Lesa,F,0
5,Aylin,F,25
5,Trace,M,1
8,Valencia,F,0
6,Danika,F,0
7,Alfreda,F,0
7,Cornell,M,29
6,Dessie,F,1
6,Tayler,F,23
5,Jamel,M,29
7,Marlena,F,0
8,Claudine,F,1
6,Izaiah,M,4
6,Breana,F,0
6,Julien,M,25
6,Iliana,F,0
4,Hana,F,0
9,Rigoberto,M,6
6,Brycen,M,25
5,Milan,M,25
7,Racheal,F,29
5,Leora,F,0
8,Cordelia,F,0
5,Johan,M,25
6,Farrah,F,4
7,Triston,M,25
7,Florine,F,1
4,Alva,M,0
6,Booker,M,23
4,Rhys,M,22
9,Millicent,F,24
10,Cristopher,M,23
7,Maliyah,F,4
5,Kacey,F,3
6,Alysha,F,0
4,Isis,F,22
5,Tevin,M,25
3,Ace,M,1
4,Leia,F,0
5,Jaron,M,25
5,Dusty,M,3
5,Talon,M,25
8,Demetria,F,0
8,Patience,F,1
2,Bo,M,6
4,Dirk,M,20
5,Lauri,F,2
7,Janiyah,F,4
6,Winona,F,0
5,Rayna,F,0
5,Mikel,M,29
6,Ashlie,F,1
7,Kaylynn,F,25
6,Emmitt,M,24
7,Ariella,F,0
5,Daren,M,25
6,Portia,F,0
5,Laney,F,3
7,Devonte,M,1
5,Karly,F,3
6,Kenton,M,25
4,Sade,F,1
5,Lacie,F,1
5,Karli,F,2
5,Fidel,M,29
7,Rosalee,F,1
7,Shantel,F,29
5,Enoch,M,4
5,Reina,F,0
5,Pansy,F,3
4,Alia,F,0
5,Kolby,M,3
4,Vida,F,0
6,Antony,M,3
5,Kenna,F,0
6,Michel,M,29
7,Domenic,M,9
5,Claud,M,21
5,Mayme,F,1
6,Lucian,M,25
5,Gayla,F,0
6,Monika,F,0
6,Buford,M,21
9,Nathanial,M,29
5,Rohan,M,25
7,Freeman,M,25
4,Lona,F,0
5,Garth,M,4
5,Macey,F,3
5,Mandi,F,2
6,Denice,F,1
5,Cayla,F,0
5,Raina,F,0
5,Coral,F,29
6,Deidra,F,0
6,Ivette,F,1
6,Alycia,F,0
8,Marisela,F,0
7,Mariela,F,0
7,Carmelo,M,6
5,Brook,F,20
7,Scottie,M,1
7,Octavio,M,6
5,Lidia,F,0
7,Catrina,F,0
4,Vada,F,0
5,Ayana,F,0
5,Robby,M,3
5,Davin,M,25
6,Karlie,F,1
8,Gregorio,M,6
6,Freida,F,0
6,Kallie,F,1
7,Rosario,F,6
7,Kennith,M,4
7,Felecia,F,0
10,Christiana,F,0
7,Manuela,F,0
5,Retha,F,0
6,Renata,F,0
5,Mekhi,M,2
4,Arlo,M,6
7,Cordell,M,29
6,Denzel,M,29
6,Jaimie,F,1
8,Lucretia,F,0
4,Tera,F,0
5,Beryl,F,29
4,Mira,F,0
7,Cherish,F,4
5,Deven,M,25
6,Gianni,M,2
7,Kadence,F,1
8,Herschel,M,29
6,Ryland,M,21
6,Cortez,M,28
7,Danette,F,1
6,Rowena,F,0
8,Everette,M,1
5,Ivory,F,3
8,Bernardo,M,6
6,Joslyn,F,25
7,Wilford,M,21
6,Ulises,M,22
5,Ember,F,23
6,Alvina,F,0
5,Leota,F,0
5,Yahir,M,23
9,Kristofer,M,23
6,Lenard,M,21
5,Sandi,F,2
5,Marva,F,0
7,Gonzalo,M,6
7,Luciana,F,0
6,Benson,M,25
6,Ansley,F,3
8,Marybeth,F,4
8,Gracelyn,F,25
5,Dinah,F,4
5,Vonda,F,0
6,Darien,M,25
7,Wilburn,M,25
5,Merry,F,3
8,Pasquale,M,1
5,Amani,F,2
6,Raelyn,F,25
5,Deann,F,25
7,Melodie,F,1
4,Judi,F,2
8,Magnolia,F,0
8,Alphonse,M,1
7,Tatyana,F,0
3,Nan,F,25
8,Theodora,F,0
5,Kason,M,25
7,Randell,M,29
6,Edison,M,25
7,Atticus,M,22
7,Shellie,F,1
6,Johnna,F,0
5,Kelsi,F,2
8,Marquise,M,1
6,Janiya,F,0
7,Margret,F,24
6,Alonso,M,6
9,Heriberto,M,6
8,Delphine,F,1
5,Jairo,M,6
5,Jovan,M,25
6,Karrie,F,1
6,Dionne,F,1
8,Christal,F,29
5,Kathi,F,2
6,Jaquan,M,25
7,Winfred,M,21
7,Latanya,F,0
6,Hassan,M,25
4,Elmo,M,6
8,Chastity,F,3
7,Chantal,F,29
7,Savanah,F,4
7,Jayleen,F,25
6,Emelia,F,0
5,Gilda,F,0
7,Hershel,M,29
6,Lavern,M,25
6,Maegan,F,25
6,Bradly,M,3
6,Nestor,M,23
5,Arjun,M,25
5,Belen,F,25
6,Tessie,F,1
6,Haylie,F,1
4,Chaz,M,28
7,Mathias,M,22
6,Jacoby,M,3
6,Jerrod,M,21
6,Armani,M,2
7,Killian,M,25
6,Fallon,F,25
4,Ione,F,1
8,Berniece,F,1
7,Isabela,F,0
3,Lon,M,25
10,Clementine,F,1
4,Laci,F,2
8,Lashonda,F,0
6,Adonis,M,22
8,Giuliana,F,0
5,Debby,F,3
5,Jadon,M,25
9,Jacquelin,F,25
6,Jensen,M,25
7,Latrice,F,1
7,Elouise,F,1
5,Tisha,F,0
6,Alysia,F,0
8,Mckinley,F,3
8,Tiffanie,F,1
5,Dario,M,6
7,Rolland,M,21
7,Madonna,F,0
7,Yaretzi,F,2
4,Kaci,F,2
7,Lisette,F,1
5,Brant,M,24
5,Caren,F,25
7,Shanice,F,1
5,Treva,F,0
9,Zechariah,M,4
6,Danial,M,29
8,Wilfredo,M,6
5,Angus,M,22
8,Lauretta,F,0
6,Anabel,F,29
4,Zoie,F,1
8,Gisselle,F,1
8,Chauncey,M,3
5,Ryann,F,25
